surah_no,surah_name_en,surah_name_ar,surah_name_roman,ayah_no_surah,ayah_no_quran,ayah_ar,ayah_en,ruko_no,juz_no,manzil_no,hizb_quarter,total_ayah_surah,total_ayah_quran,place_of_revelation,sajah_ayah,sajdah_no,no_of_word_ayah,list_of_words
2,The Cow,البقرة,Al-Baqarah,54,61,وإذ قال موسى لقومهۦ يقوم إنكم ظلمتم أنفسكم بٱتخاذكم ٱلعجل فتوبوا إلى بارئكم فٱقتلوا أنفسكم ذلكم خير لكم عند بارئكم فتاب عليكم  إنهۥ هو ٱلتواب ٱلرحيم,"And ˹remember˺ when Moses said to his people, “O my people! Surely you have wronged yourselves by worshipping the calf, so turn in repentance to your Creator and execute ˹the calf-worshippers among˺ yourselves. That is best for you in the sight of your Creator.” Then He accepted your repentance. Surely He is the Accepter of Repentance, Most Merciful.",7,1,1,3,286,6236,Medinan,False,nan,27,"[وإذ,قال,موسى,لقومهۦ,يقوم,إنكم,ظلمتم,أنفسكم,بٱتخاذكم,ٱلعجل,فتوبوا,إلى,بارئكم,فٱقتلوا,أنفسكم,ذلكم,خير,لكم,عند,بارئكم,فتاب,عليكم,,إنهۥ,هو,ٱلتواب,ٱلرحيم]"
2,The Cow,البقرة,Al-Baqarah,55,62,وإذ قلتم يموسى لن نؤمن لك حتى نرى ٱلله جهرة فأخذتكم ٱلصعقة وأنتم تنظرون,"And ˹remember˺ when you said, “O Moses! We will never believe you until we see Allah with our own eyes,” so a thunderbolt struck you while you were looking on.",7,1,1,3,286,6236,Medinan,False,nan,14,"[وإذ,قلتم,يموسى,لن,نؤمن,لك,حتى,نرى,ٱلله,جهرة,فأخذتكم,ٱلصعقة,وأنتم,تنظرون]"
2,The Cow,البقرة,Al-Baqarah,56,63,ثم بعثنكم من بعد موتكم لعلكم تشكرون,"Then We brought you back to life after your death, so that perhaps you would be grateful.",7,1,1,3,286,6236,Medinan,False,nan,7,"[ثم,بعثنكم,من,بعد,موتكم,لعلكم,تشكرون]"
2,The Cow,البقرة,Al-Baqarah,57,64,وظللنا عليكم ٱلغمام وأنزلنا عليكم ٱلمن وٱلسلوى  كلوا من طيبت ما رزقنكم  وما ظلمونا ولكن كانوا أنفسهم يظلمون,"And ˹remember when˺ We shaded you with clouds and sent down to you manna and quails, ˹saying˺, “Eat from the good things We have provided for you.” The evildoers ˹certainly˺ did not wrong Us, but wronged themselves.",7,1,1,3,286,6236,Medinan,False,nan,20,"[وظللنا,عليكم,ٱلغمام,وأنزلنا,عليكم,ٱلمن,وٱلسلوى,,كلوا,من,طيبت,ما,رزقنكم,,وما,ظلمونا,ولكن,كانوا,أنفسهم,يظلمون]"
2,The Cow,البقرة,Al-Baqarah,58,65,وإذ قلنا ٱدخلوا هذه ٱلقرية فكلوا منها حيث شئتم رغدا وٱدخلوا ٱلباب سجدا وقولوا حطة نغفر لكم خطيكم  وسنزيد ٱلمحسنين,"And ˹remember˺ when We said, “Enter this city and eat freely from wherever you please; enter the gate with humility, saying, ‘Absolve us.’ We will forgive your sins and multiply the reward for the good-doers.”",7,1,1,3,286,6236,Medinan,False,nan,21,"[وإذ,قلنا,ٱدخلوا,هذه,ٱلقرية,فكلوا,منها,حيث,شئتم,رغدا,وٱدخلوا,ٱلباب,سجدا,وقولوا,حطة,نغفر,لكم,خطيكم,,وسنزيد,ٱلمحسنين]"
2,The Cow,البقرة,Al-Baqarah,59,66,فبدل ٱلذين ظلموا قولا غير ٱلذى قيل لهم فأنزلنا على ٱلذين ظلموا رجزا من ٱلسماء بما كانوا يفسقون,But the wrongdoers changed the words they were commanded to say. So We sent down a punishment from the heavens upon them for their rebelliousness.,7,1,1,3,286,6236,Medinan,False,nan,18,"[فبدل,ٱلذين,ظلموا,قولا,غير,ٱلذى,قيل,لهم,فأنزلنا,على,ٱلذين,ظلموا,رجزا,من,ٱلسماء,بما,كانوا,يفسقون]"
2,The Cow,البقرة,Al-Baqarah,60,67,۞ وإذ ٱستسقى موسى لقومهۦ فقلنا ٱضرب بعصاك ٱلحجر  فٱنفجرت منه ٱثنتا عشرة عينا  قد علم كل أناس مشربهم  كلوا وٱشربوا من رزق ٱلله ولا تعثوا فى ٱلأرض مفسدين,"And ˹remember˺ when Moses prayed for water for his people, We said, “Strike the rock with your staff.” Then twelve springs gushed out, ˹and˺ each tribe knew its drinking place. ˹We then said,˺ “Eat and drink of Allah’s provisions, and do not go about spreading corruption in the land.”",8,1,1,4,286,6236,Medinan,False,nan,32,"[۞,وإذ,ٱستسقى,موسى,لقومهۦ,فقلنا,ٱضرب,بعصاك,ٱلحجر,,فٱنفجرت,منه,ٱثنتا,عشرة,عينا,,قد,علم,كل,أناس,مشربهم,,كلوا,وٱشربوا,من,رزق,ٱلله,ولا,تعثوا,فى,ٱلأرض,مفسدين]"
2,The Cow,البقرة,Al-Baqarah,61,68,وإذ قلتم يموسى لن نصبر على طعام وحد فٱدع لنا ربك يخرج لنا مما تنبت ٱلأرض من بقلها وقثائها وفومها وعدسها وبصلها  قال أتستبدلون ٱلذى هو أدنى بٱلذى هو خير  ٱهبطوا مصرا فإن لكم ما سألتم  وضربت عليهم ٱلذلة وٱلمسكنة وباءو بغضب من ٱلله  ذلك بأنهم كانوا يكفرون بـايت ٱلله ويقتلون ٱلنبيۦن بغير ٱلحق  ذلك بما عصوا وكانوا يعتدون,"And ˹remember˺ when you said, “O Moses! We cannot endure the same meal ˹every day˺. So ˹just˺ call upon your Lord on our behalf, He will bring forth for us some of what the earth produces of herbs, cucumbers, garlic, lentils, and onions.” Moses scolded ˹them˺, “Do you exchange what is better for what is worse? ˹You can˺ go down to any village and you will find what you have asked for.” They were stricken with disgrace and misery, and they invited the displeasure of Allah for rejecting Allah’s signs and unjustly killing the prophets. This is ˹a fair reward˺ for their disobedience and violations.",8,1,1,4,286,6236,Medinan,False,nan,64,"[وإذ,قلتم,يموسى,لن,نصبر,على,طعام,وحد,فٱدع,لنا,ربك,يخرج,لنا,مما,تنبت,ٱلأرض,من,بقلها,وقثائها,وفومها,وعدسها,وبصلها,,قال,أتستبدلون,ٱلذى,هو,أدنى,بٱلذى,هو,خير,,ٱهبطوا,مصرا,فإن,لكم,ما,سألتم,,وضربت,عليهم,ٱلذلة,وٱلمسكنة,وباءو,بغضب,من,ٱلله,,ذلك,بأنهم,كانوا,يكفرون,بـايت,ٱلله,ويقتلون,ٱلنبيۦن,بغير,ٱلحق,,ذلك,بما,عصوا,وكانوا,يعتدون]"
2,The Cow,البقرة,Al-Baqarah,62,69,إن ٱلذين ءامنوا وٱلذين هادوا وٱلنصرى وٱلصبـين من ءامن بٱلله وٱليوم ٱلءاخر وعمل صلحا فلهم أجرهم عند ربهم ولا خوف عليهم ولا هم يحزنون,"Indeed, the believers, Jews, Christians, and Sabians",9,1,1,4,286,6236,Medinan,False,nan,24,"[إن,ٱلذين,ءامنوا,وٱلذين,هادوا,وٱلنصرى,وٱلصبـين,من,ءامن,بٱلله,وٱليوم,ٱلءاخر,وعمل,صلحا,فلهم,أجرهم,عند,ربهم,ولا,خوف,عليهم,ولا,هم,يحزنون]"
2,The Cow,البقرة,Al-Baqarah,63,70,وإذ أخذنا ميثقكم ورفعنا فوقكم ٱلطور خذوا ما ءاتينكم بقوة وٱذكروا ما فيه لعلكم تتقون,"And ˹remember˺ when We took a covenant from you and raised the mountain above you ˹saying˺, “Hold firmly to that ˹Scripture˺ which We have given you and observe its teachings so perhaps you will become mindful ˹of Allah˺.”",9,1,1,4,286,6236,Medinan,False,nan,15,"[وإذ,أخذنا,ميثقكم,ورفعنا,فوقكم,ٱلطور,خذوا,ما,ءاتينكم,بقوة,وٱذكروا,ما,فيه,لعلكم,تتقون]"
2,The Cow,البقرة,Al-Baqarah,64,71,ثم توليتم من بعد ذلك  فلولا فضل ٱلله عليكم ورحمتهۥ لكنتم من ٱلخسرين,"Yet you turned away afterwards. Had it not been for Allah’s grace and mercy upon you, you would have certainly been of the losers.",9,1,1,4,286,6236,Medinan,False,nan,14,"[ثم,توليتم,من,بعد,ذلك,,فلولا,فضل,ٱلله,عليكم,ورحمتهۥ,لكنتم,من,ٱلخسرين]"
2,The Cow,البقرة,Al-Baqarah,65,72,ولقد علمتم ٱلذين ٱعتدوا منكم فى ٱلسبت فقلنا لهم كونوا قردة خسـين,"You are already aware of those of you who broke the Sabbath. We said to them, “Be disgraced apes!”",9,1,1,4,286,6236,Medinan,False,nan,12,"[ولقد,علمتم,ٱلذين,ٱعتدوا,منكم,فى,ٱلسبت,فقلنا,لهم,كونوا,قردة,خسـين]"
2,The Cow,البقرة,Al-Baqarah,66,73,فجعلنها نكلا لما بين يديها وما خلفها وموعظة للمتقين,"So We made their fate an example to present and future generations, and a lesson to the God-fearing.",9,1,1,4,286,6236,Medinan,False,nan,9,"[فجعلنها,نكلا,لما,بين,يديها,وما,خلفها,وموعظة,للمتقين]"
2,The Cow,البقرة,Al-Baqarah,67,74,وإذ قال موسى لقومهۦ إن ٱلله يأمركم أن تذبحوا بقرة  قالوا أتتخذنا هزوا  قال أعوذ بٱلله أن أكون من ٱلجهلين,"And ˹remember˺ when Moses said to his people, “Allah commands you to sacrifice a cow.” They replied, “Are you mocking us?” Moses responded, “I seek refuge in Allah from acting foolishly!”",9,1,1,4,286,6236,Medinan,False,nan,22,"[وإذ,قال,موسى,لقومهۦ,إن,ٱلله,يأمركم,أن,تذبحوا,بقرة,,قالوا,أتتخذنا,هزوا,,قال,أعوذ,بٱلله,أن,أكون,من,ٱلجهلين]"
2,The Cow,البقرة,Al-Baqarah,68,75,قالوا ٱدع لنا ربك يبين لنا ما هى  قال إنهۥ يقول إنها بقرة لا فارض ولا بكر عوان بين ذلك  فٱفعلوا ما تؤمرون,"They said, “Call upon your Lord to clarify for us what type ˹of cow˺ it should be!” He replied, “Allah says, ‘The cow should neither be old nor young but in between. So do as you are commanded!’”",9,1,1,4,286,6236,Medinan,False,nan,25,"[قالوا,ٱدع,لنا,ربك,يبين,لنا,ما,هى,,قال,إنهۥ,يقول,إنها,بقرة,لا,فارض,ولا,بكر,عوان,بين,ذلك,,فٱفعلوا,ما,تؤمرون]"
2,The Cow,البقرة,Al-Baqarah,69,76,قالوا ٱدع لنا ربك يبين لنا ما لونها  قال إنهۥ يقول إنها بقرة صفراء فاقع لونها تسر ٱلنظرين,"They said, “Call upon your Lord to specify for us its colour.” He replied, “Allah says, ‘It should be a bright yellow cow—pleasant to see.’”",9,1,1,4,286,6236,Medinan,False,nan,19,"[قالوا,ٱدع,لنا,ربك,يبين,لنا,ما,لونها,,قال,إنهۥ,يقول,إنها,بقرة,صفراء,فاقع,لونها,تسر,ٱلنظرين]"
2,The Cow,البقرة,Al-Baqarah,70,77,قالوا ٱدع لنا ربك يبين لنا ما هى إن ٱلبقر تشبه علينا وإنا إن شاء ٱلله لمهتدون,"Again they said, “Call upon your Lord so that He may make clear to us which cow, for all cows look the same to us. Then, Allah willing, we will be guided ˹to the right one˺.”",9,1,1,4,286,6236,Medinan,False,nan,17,"[قالوا,ٱدع,لنا,ربك,يبين,لنا,ما,هى,إن,ٱلبقر,تشبه,علينا,وإنا,إن,شاء,ٱلله,لمهتدون]"
2,The Cow,البقرة,Al-Baqarah,71,78,قال إنهۥ يقول إنها بقرة لا ذلول تثير ٱلأرض ولا تسقى ٱلحرث مسلمة لا شية فيها  قالوا ٱلـن جئت بٱلحق  فذبحوها وما كادوا يفعلون,"He replied, “Allah says, ‘It should have been used neither to till the soil nor water the fields; wholesome and without blemish.’” They said, “Now you have come with the truth.” Yet they still slaughtered it hesitantly!",9,1,1,4,286,6236,Medinan,False,nan,26,"[قال,إنهۥ,يقول,إنها,بقرة,لا,ذلول,تثير,ٱلأرض,ولا,تسقى,ٱلحرث,مسلمة,لا,شية,فيها,,قالوا,ٱلـن,جئت,بٱلحق,,فذبحوها,وما,كادوا,يفعلون]"
2,The Cow,البقرة,Al-Baqarah,72,79,وإذ قتلتم نفسا فٱدرتم فيها  وٱلله مخرج ما كنتم تكتمون,"˹This is˺ when a man was killed and you disputed who the killer was, but Allah revealed what you concealed.",10,1,1,4,286,6236,Medinan,False,nan,11,"[وإذ,قتلتم,نفسا,فٱدرتم,فيها,,وٱلله,مخرج,ما,كنتم,تكتمون]"
2,The Cow,البقرة,Al-Baqarah,73,80,فقلنا ٱضربوه ببعضها  كذلك يحى ٱلله ٱلموتى ويريكم ءايتهۦ لعلكم تعقلون,"So We instructed, “Strike the dead body with a piece of the cow.” This is how ˹easily˺ Allah brings the dead to life, showing you His signs so that you may understand.",10,1,1,4,286,6236,Medinan,False,nan,12,"[فقلنا,ٱضربوه,ببعضها,,كذلك,يحى,ٱلله,ٱلموتى,ويريكم,ءايتهۦ,لعلكم,تعقلون]"
2,The Cow,البقرة,Al-Baqarah,74,81,ثم قست قلوبكم من بعد ذلك فهى كٱلحجارة أو أشد قسوة  وإن من ٱلحجارة لما يتفجر منه ٱلأنهر  وإن منها لما يشقق فيخرج منه ٱلماء  وإن منها لما يهبط من خشية ٱلله  وما ٱلله بغفل عما تعملون,"Even then your hearts became hardened like a rock or even harder, for some rocks gush rivers; others split, spilling water; while others are humbled in awe of Allah. And Allah is never unaware of what you do.",10,1,1,4,286,6236,Medinan,False,nan,41,"[ثم,قست,قلوبكم,من,بعد,ذلك,فهى,كٱلحجارة,أو,أشد,قسوة,,وإن,من,ٱلحجارة,لما,يتفجر,منه,ٱلأنهر,,وإن,منها,لما,يشقق,فيخرج,منه,ٱلماء,,وإن,منها,لما,يهبط,من,خشية,ٱلله,,وما,ٱلله,بغفل,عما,تعملون]"
2,The Cow,البقرة,Al-Baqarah,75,82,۞ أفتطمعون أن يؤمنوا لكم وقد كان فريق منهم يسمعون كلم ٱلله ثم يحرفونهۥ من بعد ما عقلوه وهم يعلمون,"Do you ˹believers still˺ expect them to be true to you, though a group of them would hear the word of Allah then knowingly corrupt it after understanding it?",10,1,1,5,286,6236,Medinan,False,nan,20,"[۞,أفتطمعون,أن,يؤمنوا,لكم,وقد,كان,فريق,منهم,يسمعون,كلم,ٱلله,ثم,يحرفونهۥ,من,بعد,ما,عقلوه,وهم,يعلمون]"
2,The Cow,البقرة,Al-Baqarah,76,83,وإذا لقوا ٱلذين ءامنوا قالوا ءامنا وإذا خلا بعضهم إلى بعض قالوا أتحدثونهم بما فتح ٱلله عليكم ليحاجوكم بهۦ عند ربكم  أفلا تعقلون,"When they meet the believers they say, “We believe.” But in private they say ˹to each other˺, “Will you disclose to the believers the knowledge Allah has revealed to you, so that they may use it against you before your Lord? Do you not understand?”",10,1,1,5,286,6236,Medinan,False,nan,24,"[وإذا,لقوا,ٱلذين,ءامنوا,قالوا,ءامنا,وإذا,خلا,بعضهم,إلى,بعض,قالوا,أتحدثونهم,بما,فتح,ٱلله,عليكم,ليحاجوكم,بهۦ,عند,ربكم,,أفلا,تعقلون]"
2,The Cow,البقرة,Al-Baqarah,77,84,أولا يعلمون أن ٱلله يعلم ما يسرون وما يعلنون,Do they not know that Allah is aware of what they conceal and what they reveal?,10,1,1,5,286,6236,Medinan,False,nan,9,"[أولا,يعلمون,أن,ٱلله,يعلم,ما,يسرون,وما,يعلنون]"
2,The Cow,البقرة,Al-Baqarah,78,85,ومنهم أميون لا يعلمون ٱلكتب إلا أمانى وإن هم إلا يظنون,"And among them are the illiterate who know nothing about the Scripture except lies, and ˹so˺ they ˹wishfully˺ speculate.",10,1,1,5,286,6236,Medinan,False,nan,11,"[ومنهم,أميون,لا,يعلمون,ٱلكتب,إلا,أمانى,وإن,هم,إلا,يظنون]"
2,The Cow,البقرة,Al-Baqarah,79,86,فويل للذين يكتبون ٱلكتب بأيديهم ثم يقولون هذا من عند ٱلله ليشتروا بهۦ ثمنا قليلا  فويل لهم مما كتبت أيديهم وويل لهم مما يكسبون,"So woe to those who distort the Scripture with their own hands then say, “This is from Allah”—seeking a fleeting gain! So woe to them for what their hands have written, and woe to them for what they have earned.",10,1,1,5,286,6236,Medinan,False,nan,25,"[فويل,للذين,يكتبون,ٱلكتب,بأيديهم,ثم,يقولون,هذا,من,عند,ٱلله,ليشتروا,بهۦ,ثمنا,قليلا,,فويل,لهم,مما,كتبت,أيديهم,وويل,لهم,مما,يكسبون]"
